Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Additional Chief Engineer,"Superintending Engineer, P.H. Division, Saheed Nagar , Bhubaneswar-751007, Odisha, Phone (0674) 2540578","Improvement of Water supply to Khandapada NAC (Distribution net work zone-3 and 4, Universal coverage, House Hold)- Balance work","Improvement of Water supply to Khandapada NAC (Distribution net work zone-3 and 4, Universal coverage, House Hold)- Balance work",Please refer Tender documents. ,NA ,"2,07,50,000",Civil Works - Water Works,NA ,Tender,120.0,90.0,Khandapada NAC,752077.0,NA ,NA ,NA ,Bhubaneswar,No ,No,PHEO||SEPH-CIRCLE-BBSR||EE P.H. Division Bhubaneswar,EEPHBBSR-22/2023-24 DTD.29.08.2023,2023_PHEO_93627_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,07,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","10,000",0.0,Nil,Nil,No,08-Sep-2023 11:00 AM,25-Sep-2023 12:30 PM,08-Sep-2023 11:00 AM,22-Sep-2023 05:00 PM,08-Sep-2023 11:00 AM ,13-Sep-2023 05:00 PM ,08-Sep-2023 11:00 AM,22-Sep-2023 05:00 PM,06-Nov-2023 12:30 PM,AOC,13-Dec-2023,"INR 17,626,479",90.0,BIRANCHI NARAYAN PRADHAN,13-Dec-2023 03:45 PM,AOC.pdf (178.00 KB),Finance,Eleven no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,BIRANCHI NARAYAN PRADHAN,06-Nov-2023 12:40 PM,,BOQ Comparative Chart,1.0,2265934.0,ALOK RANJAN PARIDA,INR,"17,626,479",PHEO||SEPH-CIRCLE-BBSR||EE P.H. Division Bhubaneswar,2023_PHEO_93627_1,EEPHBBSR-22/2023-24 DTD.29.08.2023,"Improvement of Water supply to Khandapada NAC (Distribution net work zone-3 and 4, Universal coverage, House Hold)- Balance work",Superintending Engineer,Internal,,BIRANCHI NARAYAN PRADHAN,13-Dec-2023 03:43 PM,finsummary_457350.pdf (211.56 KB),Technical,Eleven no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,BIRANCHI NARAYAN PRADHAN,25-Sep-2023 01:06 PM,,Superintending Engineer,Internal,,BIRANCHI NARAYAN PRADHAN,04-Nov-2023 05:14 PM,06-Nov-2023 12:30 PM,techsummary_457350.pdf (127.50 KB),1,2262880,AJAYA KUMAR LENKA,20-Sep-2023 04:39 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2265934,ALOK RANJAN PARIDA,22-Sep-2023 08:52 AM,Accepted-AOC,Lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2261523,CHOUDHARY ENTERPRISES,21-Sep-2023 03:01 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2258966,ENCOMS PRIVATE LIMITED,16-Sep-2023 04:05 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2265673,GADADHAR NAYAK,22-Sep-2023 03:57 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2262702,NIHAR RANJAN MALLICK,20-Sep-2023 03:03 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2265909,PALAU SETHI,22-Sep-2023 07:31 AM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2266672,RABINARAYAN SETHI,22-Sep-2023 04:25 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2253755,RAJAT SAHANI,21-Sep-2023 12:42 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2266692,SATYAJIT PATRA,22-Sep-2023 04:28 PM,Rejected-AOC,Not a lowest bidder,13-Dec-2023 03:46 PM,AOC
