Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Imp. of W/S with laying of 100mm / 150mm/ 200mm dia DI Pipe line and fixing of sluice valave with other ancillary work in front of D block, Anandabazar lane, DCP office lane, Bayababa matha Road, Bhoinagar under Unit-IX (Flat), BBSR (Ward No.29)","Imp. of W/S with laying of 100mm / 150mm/ 200mm dia DI Pipe line and fixing of sluice valave with other ancillary work in front of D block, Anandabazar lane, DCP office lane, Bayababa matha Road, Bhoinagar under Unit-IX (Flat), BBSR (Ward No.29)",Please refer Tender documents. ,NA ,"70,84,000",Civil Works - Water Works,NA ,Tender,120.0,60.0,"Unit-IX (Flat), Bhubaneswar",751022.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"70,840",Yes,fixed,,Nil,Nil,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-II BBSR,GMWATCO-II/ 21(01) /2025-26 Dt.21.08.2025,2025_GWCDI_117218_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,General Manager,"General Manager, WATCO Division-II, Unit-V, Bhubaneswar-751001, Odisha, Phone (0674) 2390322","11,800",Nil,Nil,No,1.0,ICICI BANK,26-Aug-2025 11:00 AM,11-Sep-2025 12:30 PM,26-Aug-2025 11:00 AM,10-Sep-2025 05:00 PM,26-Aug-2025 11:00 AM ,02-Sep-2025 05:00 PM ,26-Aug-2025 11:00 AM,10-Sep-2025 05:00 PM,24-Oct-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",AOC,Technical,Twenty no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,11-Sep-2025 01:05 PM,,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-II BBSR,2025_GWCDI_117218_1,GMWATCO-II/ 21(01) /2025-26 Dt.21.08.2025,"Imp. of W/S with laying of 100mm / 150mm/ 200mm dia DI Pipe line and fixing of sluice valave with other ancillary work in front of D block, Anandabazar lane, DCP office lane, Bayababa matha Road, Bhoinagar under Unit-IX (Flat), BBSR (Ward No.29)",General Manager,Internal,,Rajendra Nath Nayak,29-Nov-2025 11:12 AM,finsummary_550244.pdf (107.06 KB),1.0,3070854.0,DEBASH KUMAR SIA,INR,"6,022,562",29-Nov-2025,"INR 6,022,562",60.0,Rajendra Nath Nayak,29-Nov-2025 11:15 AM,AOC.pdf (501.00 KB),1,3062222,Biswajeet Sahoo,03-Sep-2025 11:59 AM,Rejected-AOC,Not a lowest bidder,29-Nov-2025 11:15 AM,General Manager,Internal,,Rajendra Nath Nayak,24-Oct-2025 10:46 AM,24-Oct-2025 11:30 AM,techsummary_550244.pdf (156.61 KB),Finance,Fifteen no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,24-Oct-2025 11:47 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3074424,CHANDRAKANT PRUSTY,10-Sep-2025 04:34 PM,Rejected-AOC,Not a lowest bidder,29-Nov-2025 11:15 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3070557,CHINTAMANI KUNDA,10-Sep-2025 02:16 AM,Rejected-AOC,Not a lowest bidder,29-Nov-2025 11:15 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3070854,DEBASH KUMAR SIA,09-Sep-2025 02:37 PM,Accepted-AOC,Lowest bidder in Lottery,29-Nov-2025 11:15 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3074122,DEMONSTRATIVE SOLAR INDIA PVT. LTD.,10-Sep-2025 02:34 PM,Rejected-AOC,Not a lowest bidder,29-Nov-2025 11:15 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3074495,JAGANNATH ROUT,10-Sep-2025 04:27 PM,Rejected-AOC,Not a lowest bidder,29-Nov-2025 11:15 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3056132,MANMATH KUMAR BEHURA,03-Sep-2025 11:03 AM,Rejected-Technical,Technically disqualified,24-Oct-2025 10:46 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3074513,MONALISA DAS,10-Sep-2025 04:44 PM,Rejected-Technical,Technically disqualified,24-Oct-2025 10:46 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3074425,Prasanta Kumar Gochhayat,10-Sep-2025 04:09 PM,Rejected-AOC,Not a lowest bidder,29-Nov-2025 11:15 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3060871,PUSPALATA SILA,05-Sep-2025 02:46 PM,Rejected-Technical,Technically disqualified,24-Oct-2025 10:46 AM,,,,,,,,,,,,,,AOC
