Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
21-Apr-2025 10:00 AM,06-May-2025 11:00 AM,21-Apr-2025 10:00 AM,05-May-2025 05:00 PM,NA ,NA ,21-Apr-2025 10:00 AM,05-May-2025 05:00 PM,1.0,ICICI BANK,Construction of CC road from Matrumunda House to Narasahi With Bridge.,Construction of CC road from Matrumunda House to Narasahi With Bridge.,As per DTCN ,NA ,"41,16,607",Civil Works - Roads,NA ,Tender,90.0,240.0,"The panchayat samiti, joda,keonjhar.",758038.0,NA ,NA ,NA ,"Block office joda, keonjhar",No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||JODA Block,Online Bid ID no. 01-Joda (KJR/2025-2026),2025_PRBJO_112585_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,"41,166",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper cost, EMD, GSTIN, RC, affidavit, and other document As Per DTCN",Block Developtment Officer,"The Panchayat Samiti, Joda,Keonjhar. pin-758038. E-Mail ori-joda@nic.in",AOC,1,2904655,ARJUN SINGH SOREN,05-May-2025 10:58 AM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,28-Nov-2025,"INR 3,499,528.29",240.0,Ajaya Kumar Sahoo,28-Nov-2025 07:24 PM,Joda_12.pdf (305.00 KB),BDO JODA,Internal,,Ajaya Kumar Sahoo,28-Nov-2025 07:17 PM,techsummary_536935.pdf (304.93 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||JODA Block,2025_PRBJO_112585_8,Online Bid ID no. 01-Joda (KJR/2025-2026),Construction of CC road from Matrumunda House to Narasahi With Bridge.,BDO JODA,Internal,,Ajaya Kumar Sahoo,28-Nov-2025 07:22 PM,finsummary_536935.pdf (304.93 KB),Finance,12no of bidder applyed,Ajaya Kumar Sahoo,28-Nov-2025 07:15 PM,finance_536935.pdf,BOQ Comparative Chart,1.0,2905219.0,NILAMADHAB MISHRA,INR,"3,499,528.29",AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,AOC,2,2906531,ASWINI KUMAR PATTNAIK,05-May-2025 04:53 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2906521,BANANI PADHIHARI,05-May-2025 04:51 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2901976,DIBYA RANJAN SWAIN,30-Apr-2025 04:21 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2899804,HRUDANANDA BARIK,29-Apr-2025 12:10 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2905219,NILAMADHAB MISHRA,05-May-2025 10:50 AM,Accepted-AOC,Qualify in lottery,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2905814,PRABHU DATTA PRADHAN,05-May-2025 11:53 AM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2903796,PRASHANTA KUMAR BEHERA,02-May-2025 01:27 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2900981,RAJENDRA CHAKRA,29-Apr-2025 07:04 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2905110,SANJAYA KUMAR SETHI,04-May-2025 02:57 PM,Rejected-AOC,Dis qualify,28-Nov-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
