Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_ORULB_121286_17,NAC-Daspalla/02/2025-26,Construction of Outlet and Guardwall of Barapurikia Pokhari in Ward no. 07 of NAC Daspalla,Construction of Outlet and Guardwall of Barapurikia Pokhari in Ward no. 07 of NAC Daspalla,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,21-Nov-2025 09:00 AM,NA ,180.0,No ,No,Online,05-Dec-2025 11:00 AM,Municipal Bodies||Daspalla NAC,DASPALLA,752084.0,1.0,"7,62,712",AJIT KUMAR JENA,"765,089",Rejected-AOC,18-Feb-2026,Municipal Bodies||Daspalla NAC
2025_CERWI_117005_2,Tender Online C.C-14 of 2025,Construction of road from Saraswatipur to Kaushalyapur beleswarpatna Balipokhari Subalaypur under MMSY-TRIP in the Dist. of Puri for the year 2024-25,Construction of road from Saraswatipur to Kaushalyapur beleswarpatna Balipokhari Subalaypur under MMSY-TRIP in the Dist. of Puri for the year 2024-25,Works,National Competitive Bid,Percentage,Civil Works - Roads,No,No,NA ,18-Aug-2025 06:55 PM,NA ,90.0,No ,No,Online,30-Aug-2025 11:00 AM,CE RW I||RWCIRCLE-BHUBANESWAR,Puri,752001.0,2.0,"4,85,67,632",TUSHAR KANTA NAYAK,"41,287,344",Rejected-Technical,03-Feb-2026,CE RW I||RWCIRCLE-BHUBANESWAR
2025_CEMWR_122947_1,SE/MDA-04(6)/2025-26,"Fabrication, Supply and Erection of Gate and Hoist of Tarabhata Check Dam of Borigumma Block Under Minor Irrigation Division, Jeypore","Fabrication, Supply and Erection of Gate and Hoist of Tarabhata Check Dam of Borigumma Block Under Minor Irrigation Division, Jeypore",Works,Open Tender,Percentage,Mechanical Works,No,No,NA ,11-Dec-2025 03:00 PM,NA ,90.0,No ,No,Online,26-Dec-2025 12:00 PM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,JEYPORE,764056.0,1.0,,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,"679,336.45",Rejected-Finance,05-Mar-2026,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur
2025_CCEBH_123767_1,CCE-BHIP-HID-04(02)/2025-26 Dt.16 .12.2025,Construction of BT road along MI canal embankment from village Kimbhirtola at RD 0 000 KM to Minor Irrigation Head Regulator at RD 3 300 KM Block Badamba Disrict Cuttack,Construction of BT road along MI canal embankment from village Kimbhirtola at RD 0 000 KM to Minor Irrigation Head Regulator at RD 3 300 KM Block Badamba Disrict Cuttack,Works,National Competitive Bid,Percentage,Civil Works - Roads,No,No,NA ,24-Dec-2025 11:15 AM,NA ,90.0,No ,No,Online,16-Jan-2026 11:00 AM,CCE Brutang and Hadua Irrigation Project Dasapalla,Narasinghpur,754032.0,2.0,"3,15,55,842",MATRUDATTA DAS,"26,825,622",Rejected-AOC,11-Mar-2026,CCE Brutang and Hadua Irrigation Project Dasapalla
2026_CEMIB_124302_3,BID ID.NO. ACEPMIC_02/2025-26,Construction of Bimiripi Check Dam near village Sugudabadi of Sugudabadi GP in Raikia Block of Kandhamal District,Construction of Bimiripi Check Dam near village Sugudabadi of Sugudabadi GP in Raikia Block of Kandhamal District,Works,National Competitive Bid,Percentage,Civil Works - Others,No,No,NA ,07-Jan-2026 10:00 AM,NA ,90.0,No ,No,Online,19-Jan-2026 11:00 AM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani",Phulbani,762001.0,2.0,"1,05,76,000",HIMANSU KUMAR DAS,"8,990,038",Rejected-AOC,31-Mar-2026,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani"
2025_CERWI_122974_11,RWNPD-05/2025-26,S/R to R.I. Office-cum-Res. Komna for the year 2025-26,S/R to R.I. Office-cum-Res. Komna for the year 2025-26,Works,National Competitive Bid,Percentage,Civil Works - Buildings,No,No,NA ,11-Dec-2025 05:00 PM,NA ,90.0,No ,No,Online,22-Dec-2025 11:00 AM,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,NUAPADA,766105.0,1.0,"2,52,101",Achutanand Mund,"214,312",Rejected-AOC,31-Mar-2026,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA
2025_OSCSC_116008_1,2027 - 16.07.2025 - Level-II for SAMAKHUNTA BLOCK,Selection and appointment of Level-II contractor for Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) OSWC BARIPADA to Retail Centers (FPS) for SAMAKHUNTA BLOCK in Mayurbhanj district,Selection and appointment of Level-II contractor for Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) OSWC BARIPADA to Retail Centers (FPS) for SAMAKHUNTA BLOCK in Mayurbhanj district,Services,Open Tender,Percentage,Handling and Transportation,No,No,NA ,24-Jul-2025 11:00 AM,25-Jul-2025 04:00 PM ,180.0,No ,No,Online,19-Aug-2025 11:00 AM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Mayurbhanj,SAMAKHUNTA BLOCK,757049.0,2.0,"27,53,694",RANJIT KUMAR MOHANTY,38.42,Rejected-Finance,29-Mar-2026,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Mayurbhanj
2026_CERWI_124470_4,07(Onilne)/RWD/UDALA/2025-26,SR to Radho- Sendhagadia- Purnachandrapur road for the year 2025-26,SR to Radho- Sendhagadia- Purnachandrapur road for the year 2025-26,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,13-Jan-2026 11:00 AM,NA ,90.0,No ,No,Online,20-Jan-2026 05:30 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,"SE RW Division, Udala",757041.0,1.0,"11,59,000",Debendra sial,"822,720",Rejected-AOC,27-Mar-2026,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala
2025_CERWI_119486_5,E PROCUREMENT NOTICE NO.RWD-II/KPD-7/25-26,S/R to PWD road to Badamanga road for the year 2025-26,S/R to PWD road to Badamanga road for the year 2025-26,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,15-Oct-2025 11:00 AM,NA ,90.0,No ,No,Online,23-Oct-2025 05:30 PM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,Kendrapda,754212.0,1.0,"33,61,000",MAHESWAR DAS,"2,857,404",Rejected-Finance,01-Mar-2026,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA
2025_ORULB_123659_38,EO/RGP/05 of 2025-26,"Construction of Shop Near Liploi Bus stand, Ward No.08","Construction of Shop Near Liploi Bus stand, Ward No.08",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,24-Dec-2025 11:00 AM,NA ,90.0,No ,No,Online,07-Jan-2026 11:00 AM,Municipal Bodies||Rajgangpur Municipality,Rajgangpur Municipality Area,770017.0,1.0,"15,00,000",AMARENDRA BISWAL,"1,500,000",Rejected-AOC,09-Mar-2026,Municipal Bodies||Rajgangpur Municipality
