EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"10,170",Yes,percentage,1.0%,Nil,Nil,S/R to PWD Road To Bhatasahi Road for the year 2025-26 in the District of Bhadrak,S/R to PWD Road To Bhatasahi Road for the year 2025-26 in the District of Bhadrak,Please refer Tender documents. ,NA ,"10,17,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,1.0,ICICI BANK,27-Oct-2025 04:00 PM,11-Nov-2025 11:00 AM,27-Oct-2025 04:00 PM,10-Nov-2025 05:00 PM,27-Oct-2025 04:00 PM ,10-Nov-2025 03:00 PM ,27-Oct-2025 04:00 PM,10-Nov-2025 05:00 PM,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK","6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-10/2025-26,2025_CERWI_120110_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD ,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",AOC,Executive Engineer,Internal,,Lambodar Naik,26-Mar-2026 11:58 AM,techsummary_558779.pdf (279.44 KB),Executive Engineer,Internal,,Lambodar Naik,26-Mar-2026 12:22 PM,finsummary_558779.pdf (400.99 KB),Finance,total 13 bidders accepted,Lambodar Naik,26-Mar-2026 11:53 AM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_120110_17,SE/BDK-II/TCN-10/2025-26,S/R to PWD Road To Bhatasahi Road for the year 2025-26 in the District of Bhadrak,1.0,3207260.0,M/S ANITA CONSTRUCTION,INR,"864,603",1,3198727,ABINASH BEHERA,09-Nov-2025 01:29 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,26-Mar-2026,"INR 864,603",30.0,Lambodar Naik,26-Mar-2026 12:35 PM,162.pdf (396.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3202173,ANNAPURNA GHOSH,09-Nov-2025 04:18 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3189911,BAIDHAR BHARATI,06-Nov-2025 05:16 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3189331,BHARATI BEHERA,08-Nov-2025 10:41 AM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3184186,BIKASH CHANDRA TRIPATHY,05-Nov-2025 02:32 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3188047,Damodar Nayak,07-Nov-2025 06:03 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3193599,Kailash Chandra Biswal,07-Nov-2025 01:35 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3194941,KAILASH CHANDRA SAHOO,07-Nov-2025 06:30 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3207260,M/S ANITA CONSTRUCTION,10-Nov-2025 02:39 PM,Accepted-AOC,Accepted,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3191360,Nanda Kishore Sahoo,08-Nov-2025 04:08 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3165922,Sadhu Charan Sahoo,07-Nov-2025 08:17 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3194957,Sagar Ranjan Dash,07-Nov-2025 06:52 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3202110,SUBHASHIS CHANDRA NAYAK,10-Nov-2025 01:52 PM,Rejected-AOC,Rejected,26-Mar-2026 12:35 PM,,,,,,,AOC
