Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Improvement of water supply and sanitary installation works of Daspalla CHC in AMA Hospital Programme under 5-T initiatives,Improvement of water supply and sanitary installation works of Daspalla CHC in AMA Hospital Programme under 5-T initiatives,Please refer Tender documents. ,NA ,"72,00,000",Civil Works - Water Works,NA ,Tender,120.0,120.0,"Daspalla, Nayagarh",752091.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Superintending Engineer,"Superintending Engineer, P.H. Division, Saheed Nagar , Bhubaneswar-751007, Odisha, Phone (0674) 2540578",1.0,ICICI BANK,01-May-2023 11:00 AM,16-May-2023 12:30 PM,01-May-2023 11:00 AM,15-May-2023 05:00 PM,01-May-2023 11:00 AM ,06-May-2023 05:00 PM ,01-May-2023 11:00 AM,15-May-2023 05:00 PM,07-Jun-2023 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN","10,000",0.0,Nil,Nil,No,PHEO||SEPH-CIRCLE-BBSR||EE P.H. Division Bhubaneswar,EEPHBBSR-02(2)/2023-24 DTD.20.04.2023,2023_PHEO_88362_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"72,000",Yes,percentage,1.0%,Nil,Nil,AOC,1,2131712,AJAYA KUMAR LENKA,06-May-2023 01:40 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,Superintending Engineer,Internal,,BIRANCHI NARAYAN PRADHAN,06-Jun-2023 06:11 PM,07-Jun-2023 12:00 PM,techsummary_435715.pdf (186.61 KB),1.0,2139294.0,HEMANTA KUMAR BEHERA,INR,"6,093,252",15-Jul-2023,"INR 6,093,252",120.0,BIRANCHI NARAYAN PRADHAN,15-Jul-2023 10:23 AM,AOC.pdf (207.00 KB),Finance,Eleven no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Kanchan Kumar Barik,07-Jun-2023 12:09 PM,,BOQ Comparative Chart,Superintending Engineer,Internal,,BIRANCHI NARAYAN PRADHAN,15-Jul-2023 10:23 AM,finsummary_435715.pdf (533.50 KB),Technical,Eleven no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,BIRANCHI NARAYAN PRADHAN,16-May-2023 01:13 PM,,PHEO||SEPH-CIRCLE-BBSR||EE P.H. Division Bhubaneswar,2023_PHEO_88362_1,EEPHBBSR-02(2)/2023-24 DTD.20.04.2023,Improvement of water supply and sanitary installation works of Daspalla CHC in AMA Hospital Programme under 5-T initiatives,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2139314,ALOK RANJAN PARIDA,15-May-2023 04:53 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2138285,BANSHIDHAR JENA,14-May-2023 08:04 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2138493,CHANDAN KUMAR NAYAK,15-May-2023 12:01 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2139238,Ghanashyam Bhoi,15-May-2023 04:12 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2139294,HEMANTA KUMAR BEHERA,15-May-2023 04:41 PM,Accepted-AOC,Lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2136974,ISAHAQUE KHAN,15-May-2023 07:25 AM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2137330,PUSPALATA SILA,13-May-2023 08:52 AM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2138684,RAJKISHORE SAHOO,15-May-2023 12:25 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2139142,SANTOSH KUMAR SETHI,15-May-2023 03:41 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2135714,SUDIPTA DAS,12-May-2023 04:23 PM,Rejected-AOC,Not a lowest bidder,15-Jul-2023 10:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
