Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-II BBSR,GMWATCO-II/ 21(05) /2025-26 Dt.21.08.2025,2025_GWCDI_117228_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,1.0,ICICI BANK,26-Aug-2025 11:00 AM,11-Sep-2025 12:30 PM,26-Aug-2025 11:00 AM,10-Sep-2025 05:00 PM,26-Aug-2025 11:00 AM ,02-Sep-2025 05:00 PM ,26-Aug-2025 11:00 AM,10-Sep-2025 05:00 PM,"18,540",Yes,fixed,,Nil,Nil,General Manager,"General Manager, WATCO Division-II, Unit-V, Bhubaneswar-751001, Odisha, Phone (0674) 2390322","Improvement of water supply of Kharavelanagar with laying of 200mm dia D.I pipe line from 500mm dia rising main near Keshari hall square to Kharavelanagar UGR at Unit-IX (rdz) area, Bhubaneswar","Improvement of water supply of Kharavelanagar with laying of 200mm dia D.I pipe line from 500mm dia rising main near Keshari hall square to Kharavelanagar UGR at Unit-IX (rdz) area, Bhubaneswar",Please refer Tender documents. ,NA ,"18,54,000",Civil Works - Water Works,NA ,Tender,120.0,30.0,"Unit-IX (rdz), Bhubaneswar",751022.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,30-Oct-2025,"INR 1,576,041",30.0,Rajendra Nath Nayak,30-Oct-2025 01:14 PM,AOC.pdf (182.00 KB),1,3074541,AMIYA RANJAN TRIPATHY,10-Sep-2025 04:43 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,General Manager,Internal,,Rajendra Nath Nayak,30-Oct-2025 11:49 AM,techsummary_550259.pdf (627.01 KB),General Manager,Internal,,Rajendra Nath Nayak,30-Oct-2025 01:09 PM,finsummary_550259.pdf (627.01 KB),WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-II BBSR,2025_GWCDI_117228_1,GMWATCO-II/ 21(05) /2025-26 Dt.21.08.2025,"Improvement of water supply of Kharavelanagar with laying of 200mm dia D.I pipe line from 500mm dia rising main near Keshari hall square to Kharavelanagar UGR at Unit-IX (rdz) area, Bhubaneswar",1.0,3063409.0,Tapas Kumar Jena,INR,"1,576,041",Finance,Thirty one no bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,11-Sep-2025 04:35 PM,,BOQ Comparative Chart,AOC
,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3073850,Banojini Swain,10-Sep-2025 03:11 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3074260,BASANT KUMAR BISWAL,10-Sep-2025 03:48 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3053750,B.B ENGINEERING WORKS,01-Sep-2025 04:04 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3074274,BHAGIRATHI JENA,10-Sep-2025 04:09 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3074516,BISHWARANJAN TRIPATHY,10-Sep-2025 04:40 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3064745,BISMAYA PADHIARI,05-Sep-2025 06:06 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3070037,JASMINE ENTERPRISES,09-Sep-2025 10:09 AM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3062239,J.B.S. Construction,03-Sep-2025 12:06 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3074136,KEDARNATH RANSINGH,10-Sep-2025 02:35 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
